Species,name
SOA,Southeast Atlantic soles nei
MIA,
MRK,Foureyed sole
MKG,Thickback sole
MZT,Bastard sole
QOI,Lusitanian sole
QOJ,Frechkopís sole
QOK,Banded sole
THS,Thickback soles nei
EYL,Oriental sole
KSY,Klein's sole
WIO,Cyclope sole
WZA,Cadenat's sole
WLL,
SOX,Soles nei
YOT,
YOB,Fourlined tonguesole
YOD,Carrot tonguesole
YOG,Long tongue sole
YOY,Bengal tongue sole
YOO,
YOP,Speckled tonguesole
YON,Genko sole
YOR,Largescale tonguesole
YOF,Bengal toungesole
YOJ,Red tonguesole
YOM,Malabar tonguesole
YOV,
YOI,Canary tonguesole
YOA,Three-lined tounge sole
YOE,Senegalese tonguesole
YOS,Roughscale tonguesole
YOZ,Zanzibar tonguesole
YOW,Nigerian tonguesole
YQF,Ghanian tonguesole
YQG,Guinean tonguesole
YOX,Tonguesole nei
GSJ,
KSV,Doublelined tonguesole
YFK,Blackbelly tonguesole
YFE,
YFR,California tonguefish
YFS,Duskycheek tonguefish
YFI,Ginsburg's tonguefish
YFU,Elongate tonguesole
YFP,Blackcheek tonguefish
YFJ,
YQI,Vanmelleís tonguefish
YZU,
TOX,Tonguefishes
FRN,Norwegian topknot
MEG,Megrim
LDB,Four-spot megrim
LEZ,Megrims nei
ZGP,Topknot
BLL,Brill
FLD,Windowpane flounder
TUR,Turbot
SCF,Turbots nei
CIL,Spotted flounder
RYZ,Yellow-dabbled flounder
ITX,
ITR,Branched ray flounder
ITO,Twospot largescale flounder
LDF,Scale-eyed flounder
CIT,Citharids nei
HAI,Indian halibut
SOT,Spottail spiny turbot
PSB,Spiny turbot
HPX,Spiny turbots nei
NYL,Cyclope flounder
NYR,Three-spot flounder
GPF,Shrimp flounder
TFE,
TFS,
XYL,Fantail flounder
IYI,Bigmouth sanddab
IYO,Pacific sanddab
IYM,Speckled sanddab
IYT,Smooth flounder
IYR,Gulf Stream flounder
IYE,Sand whiff
IYY,Anglefin whiff
IYP,Bay whiff
YLQ,Toothed flounder
YLP,God's flounder
YLZ,Mexican flounder
UIE,
UCO,Fringed flounder
UPE,Peruvian flounder
UMI,Smallmouth flounder
HGO,Bigeye flounder
HJS,Bigmouth flounder
BAH,Bastard halibut
YSL,Brazilian flounder
YSF,California flounder
YSW,Speckled flounder
FLS,Summer flounder
YSO,Fourspot flounder
YSB,Gulf flounder
YSH,Southern flounder
RIE,Fine flounder
QPP,Patagonian flounder
YSV,
BAX,Bastard halibuts nei
UHE,Deep flounder
UHO,Roughscale flounder
UHA,Largetooth flounder
UHJ,Javan flounder
CIF,Cinnamon flounder
UHP,Fivespot flounder
UHT,Three spotted flounder
UHG,Malayan flounder
UKX,
YAG,Shoal flounder
YAL,Beach flounder
YAM,Channel flounder
YZS,Dusky flounder
YGL,Papillose flounder
YDY,
HIK,Drab sole
ULI,Lined sole
UMZ,Mazatlan sole
GHM,
TMT,Hogchoker
IYD,Longtail sole
UYC,
HOV,
HHJ,
MMM,Antarctic armless flounder
PAZ,Finless flounder
UMA,
LGG,Tongue flatfish
ISS,Cockatoo righteye flounder
IUH,Huysman's righteye flounder
FLX,Flatfishes nei
OTJ,Yellow boxfish
NZF,Bluetail trunkfish
OAU,Striped cowfish
NPM,Western smooth boxfish
LFT,Buffalo trunkfish
LFQ,Smooth trunkfish
OAR,Rigid boxfish
YGU,Black-banded pigmy boxfish
KEA,
OLO,Longhorn cowfish
NCQ,Scrawled cowfish
NCY,Honeycomb cowfish
YCT,
TFR,Chubby basketfish
TEQ,Triangular boxfish
QKA,Humpback turretfish
BXF,Boxfishes nei
MBH,Evileye blaasop
LFL,Smooth puffer
LFH,Diamondback puffer
LGH,Oceanic puffer
LFW,
LFZ,Silver-cheeked toadfish
LLV,Lunartail puffer
KZQ,Smooth blaasop
KZP,Half-smooth golden pufferfish
LFX,
FDA,Bullseye puffer
TSP,Blunthead puffer
FDT,Checkered puffer
PUF,Northern puffer
QBY,Bandtail puffer
PUA,Atlantic puffers nei
EFG,Prickly puffer
TDI,
TDL,
TFX,
KAO,
KHP,Milkspotted puffer
PUP,Purple pufferfish
TKO,
TKF,
TXK,Tiger pufferfish
TZO,Obscure pufferfish
TZW,Yellowfin pufferfish
TZQ,Yellowbelly pufferfish
TXV,Pufferfishes nei
KHA,
KOP,Banded puffer
KAE,Spider-eye puffer
KBA,Valentin's sharpnose puffer
HNF,Starry toado
OHH,White-spotted puffer
ONM,Map puffer
OTG,Guineafowl puffer
OTK,Blackspotted puffer
OTV,Stellate puffer
OVB,Immaculate puffer
KOR,Prickly toadfish
FXM,Manystriped blowfish
GDF,Spotted puffer
MYW,
OFR,Ringed toadfish
GFM,Rippled blaasop
TQA,
QFF,
QFB,Orange-spotted toadfish
YLS,Spiny blaasop
XPN,
PUX,Puffers nei
CYE,Spotbase burrfish
DVH,Birdbeak burrfish
DVI,Hooked tonguesole
DVJ,Shortheaded tonguesole
DVK,Lachner's tonguesole
DVL,
HKA,Pacific burrfish
DIY,Spot-fin porcupinefish
DHO,Longspined porcupinefish
DKP,Black-blotched porcupinefish
DOU,Three-barred porcupinefish
LFC,Four-bar porcupinefish
ALJ,Longspine burrfish
AYT,Deep-water burrfish
DIO,"Globefish, porcupine fish"
FCA,
FXB,
HHK,
HDJ,Reticulate spikefish
JOE,
MFP,Trumpetsnout spikefish
RRE,Jambeau
TDH,
TDM,
TDV,Fleshy-lipped spikefish
UCF,Long-spined tripodfish
NUI,Short-nosed tripodfish
TPF,Black-flag tripodfish
TXW,Blacktip tripodfish
TDU,Threetooth puffer
RZV,Slender sunfish
MOX,Ocean sunfish
MOP,Sunfish
MRW,Sharptail mola
JHX,Ocean sunfishes nei
REJ,
NSK,Broom filefish
ALN,Scribbled leatherjac. filefish
ALM,Unicorn leatherjacket filefish
AVH,Dotterel filefish
AWI,Orange filefish
ALT,Leatherjacket filefishes
CWH,Sandwich isle file
DBS,Whitespotted filefish
FLF,Filefishes nei
BWI,Spiny-tailed leatherjacket
BJK,Pigmy leatherjacket
NAT,Bearded leatherjacket
AHQ,Large-scaled leatherjacket
HDE,Prickly leatherjacket
FIL,Threadsail filefish
FIK,Planehead filefish
KOY,Reticulated leatherjacket
EBU,Black reef leatherjacket
MKL,
MNK,Fan-bellied leatherjacket
NLY,Chinaman-leatherjacket
XYH,Red Sea longnose filefish
RRP,False puffer
RKB,Wedgetail filefish
QZR,Gulf filefish
QZQ,Pig faced leather jacket
QZP,Hair-finned filefish
PKB,Velvet leatherjacket
PVI,Toothbrush leatherjacket
PVL,Yelloweye filefish
EDI,Rhinoceros leatherjacket
EDL,Fourband leatherjacket
RRO,Whitespotted pygmy filefish
SKL,Rough leatherjackets
TDJ,Modest filefish
TKD,
KSE,
KNY,Lesser-spotted leatherjacket
TAW,
FFX,"Filefishes, leatherjackets nei"
BID,Orange-lined triggerfish
TRG,Grey triggerfish
BLV,Queen triggerfish
BIY,Finescale triggerfish
BVP,Bluespotted triggerfish
BIX,
BDK,Clown triggerfish
BDZ,Titan triggerfish
NHR,Largescale triggerfish
CNT,Rough triggerfish
CZT,Ocean triggerfish
MLJ,Indian triggerfish
MEN,Black triggerfish
ONI,Red-toothed triggerfish
UBV,Yellowmargin triggerfish
UDN,Stone triggerfish
HJC,White-banded triggerfish
IEL,Picasso triggerfish
UFA,Bluethroat triggerfish
UFC,Halfmoon triggerfish
UIA,Masked triggerfish
XAC,Gilded triggerfish
XEP,Outrigger triggerfish
AJS,Starry triggerfish
TRI,"Triggerfishes, durgons nei"
AYY,Emerald clingfish
GLR,Connemarra clingfish
GLP,Shore clingfish
GJG,Cornish sucker
GXD,Panamic clingfish
ALD,Small-headed clingfish
DMF,Chubby clingfish
ARD,Elegant clingfish
GPM,
GYI,
GCX,Rocksucker
GCL,
GDO,Urchin clingfish
GDN,
GDB,Two-spotted clingfish
GDP,Orange clingfish
GDC,Crinoid clingfish
GEK,Weedsucker
GYG,Slender clingfish
GYQ,
GYS,Hector's clingfish
ABV,Pygmy shore-eel
GXL,Giant clingfish
GKN,
GLC,
GLN,
AYR,Papillate clingfish
LRS,Minute clingfish
LLU,Streaky clingfish
GMM,
GOC,
FDM,
FLN,
GPG,
GRF,Southern clingfish
GTB,Bifid clingfish
GTM,Striped clingfish
JMX,Clingfishes nei
BAY,Bocon toadfish
BBL,Hairy toadfish
TFB,Pacuma toadfish
TDF,Toadfishes nei
BAD,Flat toadfish
BPP,
BZY,Daisy midshipman
BBD,Western frogfish
BHD,Lusitanian toadfish
BBY,White-ribbed toadfish
BBX,Two-faced toadfish
BCH,Pony toadfish
BDD,Dow's toadfish
BHM,Banded frogfish
BOU,Gulf toadfish
BPE,Guinean toadfish
BVI,Rossignolís toadfish
BRK,Broadbodied toadfish
BSU,
BTC,
BTM,Cano toadfish
JWZ,Grunting toadfish
JCY,
TFD,"Toadfishes, etc. nei"
MON,Angler(=Monk)
ANK,Blackbellied angler
ANG,American angler
MVA,Shortspine African angler
MVO,Devil anglerfish
MVJ,Blackfin goosefish
MVN,Yellow goosefish
MNZ,Monkfishes nei
LHS,Blackmouth angler
LHU,Spottedtail angler
KZZ,Longspine African angler
IDZ,Smooth angler
IVV,Natal angler
ANF,Anglerfishes nei
ALG,Glauert's anglerfish
AFN,Spotfin frogfish
AAE,Tailjet frogfish
AVW,
AWL,Striated frogfish
AZZ,Indian frogfish
IOV,Shaggy angler
HIH,Sargassumfish
AFL,
ECC,Prickly anglerfish
HIO,
KUF,Rough anglerfish
LHL,Marble-mouthed frogfish
NUS,Deep-water frogfish
PFE,Smooth anglerfish
RYI,Tasselled anglerfish
TCB,Butler's frogfish
XPX,Frogfishes nei
BHH,
BTX,
CXE,
IIG,Pink frogmouth
DBA,
HLR,
HLB,Spiny sea bat
BTF,Batfish
HLA,Pancake batfish
HLM,
HVG,
MTA,
OGO,Longnose batfish
ZAE,Roundel batfish
CAJ,
MEJ,Humpback anglerfish
MWR,
MXN,Black seadevils nei
PWE,
ICS,
HIE,
JEX,
BED,
OCD,Smooth dreamer
CXU,
DYF,
DPD,
LHA,
MPR,
OON,Spiny dreamer
OOV,
PVE,
SHF,
OKX,Dreamers nei
GGN,
RYO,
NEF,
CTQ,Triplewart seadevil
CBO,Kroyer's deep-sea angler fish
CEQ,
HPL,
LYT,
FCS,
TBO,
LFB,
CFP,Horned lantern fish
FRF,Freshwater fishes nei
GRO,Groundfishes nei
PEL,Pelagic fishes nei
FIN,Finfishes nei
MZZ,Marine fishes nei
DPX,Demersal percomorphs nei
PPX,Pelagic percomorphs nei
DIA,Diadromous fishes nei
BAI,Batoid fishes nei
SKH,Various sharks nei
SKX,"Sharks, rays, skates, etc. nei"
CAR,Cartilaginous fishes nei
DWS,Deep-water sharks nei
DFJ,
DFO,
DFN,
DFL,
DFS,
DFC,
DFA,
DFP,
DFG,
DFU,
DFH,
DFE,
DFI,
DFM,
DFK,
DFQ,
DFV,
DFB,
DFT,
DFR,
DNR,
DND,
DNV,
DNW,
DNU,
DNM,
DNX,
DNO,
DNG,
DNF,Water fleas
AMS,Brine shrimp
FRJ,
AJE,
AJU,
AJJ,
AJT,
AJM,Brine shrimps nei
AJI,
JCM,
JPP,Copepods
BIV,Acorn barnacle
SDK,Scalpellidae barnacles nei
ESF,Goose barnacle
LEQ,
GOO,Goose barnacles nei
LKD,Lepadidae barnacles nei
MBZ,Giant barnacle
MBW,
BWY,
PCB,Barnacle
ZPE,Pacific goose barnacle
ZPP,Leaf barnacle
TVN,Tanaidaceans
AJY,Fish biter
AJX,Spiny serolid isopod
RYQ,
AZD,
AZJ,
EHY,
ISH,"Isopods, pillbugs, sowbugs"
EQZ,
UAQ,
AQM,Amphipods
QLE,Rough mantis shrimp
MTS,Spottail mantis squillid
QLA,Kicking mantis shrimp
QLB,Sorcerer mantis shrimp
QLM,Catalina mantis
QLW,Bigelow mantis shrimp
QLP,Panama mantis shrimp
QLV,Small mantis shrimp
QLC,Angolan mantis srimp
OQO,Japanese squillid mantis shrim
OIR,Spotted squillid mantis shrimp
OII,Mud mantis
EQW,Smooth squillid mantis shrimp
OQM,Red sea mantis shrimp
MJN,Smalleyed squillid mantis shri
OQG,Vietnamese squillid mantis shr
OQQ,Fivespined squillid mantis shr
OQE,Common squillid mantis shrimp
OQS,Variable squillid mantis shrim
SQY,Squillids nei
ODY,Reef odontoactylid mantis shri
RIK,Pastel odontodactylid mantis s
LYQ,Queen lizard mantis
LQP,Striped mantis
LQH,Lizard mantis
LQS,Smooth mantis shrimp
LQM,Common banded mantis shrimp
HQH,Robber harpiosquillid mantis s
HQR,Giant harpiosquillid mantis sh
HQE,Keeled witch mantis
PQS,Three spined mantis
SVX,Stomatopods nei
NMK,
NMM,
NMX,
NYP,
NYU,
KRI,Antarctic krill
KRC,Ice krill
KRF,Pygmy krill
KRT,Spiny krill
KRV,Northern krill
UFN,
UFP,Isada krill
UFL,
UFE,
UFD,
UFR,
UFI,
UFS,
UFM,
UFK,
UFG,
UFH,
KRX,Antarctic krill nei
KRM,Bigeye krill
YNI,
YEN,
YAV,
YAP,
YAN,
YAE,
YAI,
NKR,Norwegian krill
ABS,Northern brown shrimp
PBA,Banana prawn
YPS,Yellowleg shrimp
APS,Northern pink shrimp
PNT,Southern white shrimp
KUP,Kuruma prawn
PNS,Blue shrimp
PNV,Whiteleg shrimp
GIT,Giant tiger prawn
PNP,Eastern king prawn
FLP,Fleshy prawn
TGS,Caramote prawn
PNJ,Aloha prawn
PNB,Redspotted shrimp
TIP,Green tiger prawn
PRB,Brown tiger prawn
PST,Northern white shrimp
CSP,Crystal shrimp
PNI,Indian white prawn
WKP,Western king prawn
WWP,Western white shrimp
REP,Redtail prawn
SOP,Southern pink shrimp
PPS,Sao Paulo shrimp
PNU,Southern brown shrimp
EKU,Witch prawn
ELY,Red-spot king prawn
ESS,False white prawn
PEN,Penaeus shrimps nei
MPF,Swimming shrimp
RRJ,Titi shrimp
MPN,Speckled shrimp
MTJ,Jinga shrimp
MPB,Yellow shrimp
MPM,Eastern school shrimp
MNG,Peregrine shrimp
ENS,Endeavour shrimp
SHI,Shiba shrimp
MPD,Kadal shrimp
MPE,Greasyback shrimp
MEK,Fire shrimp
MBB,Greentail shrimp
MSQ,Wood shrimp
MTD,Western school shrimp
MSY,Demons prawn
MQE,York shrimp
MTG,Fine shrimp
MJS,Emerald shrimp
MJE,Middle shrimp
MJK,Ginger shrimp
MJY,Bird shrimp
MMQ,Moyebi shrimp
MTQ,Papua shrimp
MQT,Stork shrimp
MAQ,Spiny greasyback shrimp
MSW,Sulu shrimp
MET,Metapenaeus shrimps nei
DPS,Deep-water rose shrimp
NRA,Australian rose shrimp
NRF,Neptune rose shrimp
NRI,Explorer rose shrimp
NRK,Lancer rose shrimp
NRG,Flamingo shrimp
NRR,Domino shrimp
NRP,Rose shrimp
NRY,Parapenaeus shrimps nei
NAY,Kiddi shrimp
GUS,Guinea shrimp
NAK,Hawknose shrimp
NRJ,Arafura shrimp
NPN,Coral shrimp
NPI,Coromandel shrimp
NAW,Spear shrimp
NAH,Dog shrimp
NAX,Torpedo shrimp
NIN,Dwarf shrimp
NPB,Parole shrimp
NAP,Rainbow shrimp
NIT,Smoothshell shrimp
NIU,Uncta shrimp
NIV,Adonis shrimp
NIG,Thin shrimp
NIB,Bally shrimp
NPP,Parapenaeopsis shrimps nei
BOB,Atlantic seabob
TIT,Pacific seabob
XFS,Xiphopenaeus shrimps nei
TYK,Hardback shrimp
TRV,Southern rough shrimp
TBY,Carabali shrimp
TKN,Roughneck shrimp
TFO,Indio shrimp
TFV,Brown rough shrimp
TFJ,Pinto shrimp
TCQ,Northern rough shrimp
TPQ,Coarse shrimp
TKJ,Zebra shrimp
TDZ,Malayan rough shrimp
TMY,Yellow roughneck shrimp
TLJ,Longlegged rough shrimp
TVZ,Philippines rough shrimp
TVU,Smooth shrimp
YEU,Trachypenaeus shrimps nei
PJE,Needle shrimp
NIS,Megalops shrimp
NIA,Scythe shrimp
NIE,Four-spined needle shrimp
MJV,Tora velvet shrimp
MMD,Rice velvet shrimp
MJB,Whiskered velvet shrimp
MJD,Reef shrimp
MJI,Scout velvet shrimp
MDJ,Kishi velvet shrimp
MJG,Caribbean velvet shrimp
MJJ,Minstrel shrimp
MEQ,Humpback shrimp
MLX,Broad velvet shrimp
NMJ,Mogi velvet shrimp
NMU,Northern velvet shrimp
NMN,Southern velvet shrimp
NMF,Philip velvet shrimp
NMQ,Pink velvet shrimp
NMY,Fiddler shrimp
MEX,Tolo velvet shrimp
MWL,Velvet shrimp
MQB,Beebe's velvet shrimp
MKO,Insular velvet shrimp
MMX,Mining shrimp
YEO,Orange shrimp
YET,Periscope shrimp
ASH,Argentine stiletto shrimp
PEZ,Penaeid shrimps nei
BOS,Pacific seabobs
SSH,Scarlet shrimp
ARS,Giant red shrimp
AHW,Indian red shrimp
ARA,Blue and red shrimp
ARV,Striped red shrimp
AJA,Arabian red shrimp
AJN,Smooth red shrimp
AVD,Stout red shrimp
ANJ,Purplehead gamba prawn
AXR,Aristeus shrimps nei
ARI,Aristeid shrimps nei
HLQ,Green shrimp
PYX,Coonstripe shrimp
PWY,Spot shrimp
PRA,Northern prawn
PJK,Ocean shrimp
AES,Aesop shrimp
DUD,Dock shrimp
DUJ,Humpy shrimp
DUK,Hokkai shrimp
DLN,Botan shrimp
DLS,Deep-water bigeye shrimp
PAN,Pandalus shrimps nei
HKV,Dorodotes shrimp
CHS,Chilean nylon shrimp
HKI,Madagascar nylon shrimp
HKF,Armed nylon shrimp
HKJ,Humpback nylon shrimp
HKT,Smooth nylon shrimp
HPQ,Mino nylon shrimp
HTQ,Scarred nylon shrimp
HUV,Northern nylon shrimp
HPW,Indian nylon shrimp
HKY,Japanese nylon shrimp
HQV,Short-spined nylon shrimp
HQF,Three-spined nylon shrimp
HQO,Panama nylon shrimp
HVQ,
HZK,Nylon shrimps nei
LKT,Golden shrimp
LKW,Striped soldier shrimp
LKC,Lesser striped shrimp
LKL,Gondwana striped shrimp
LKN,Catalonian striped shrimp
LKS,Striped gladiator shrimp
LKJ,Italian deep-sea shrimp
LKO,Arrow shrimp
EKW,Guinea striped shrimp
EKB,Scarlet longbeak shrimp
EKO,Giant longbeak shrimp
EKX,Mexican longbeak shrimp
EKT,Colombian longbeak shrimp
XKX,Plesionika shrimps nei
NDD,Sidestripe shrimp
NDJ,Morotoge shrimp
NDP,Pandalopsis shrimps nei
NTF,Hinged shrimp
DKB,Whip shrimp
PVJ,Narwal shrimp
NDS,Oriental narwal shrimp
PDZ,Pandalid shrimps nei
PSH,Pacific shrimps nei
EKR,Tsivakihini paste shrimp
EKN,Jawla paste shrimp
AKS,Akiami paste shrimp
EKE,Southern mauxia shrimp
EKC,Aviu shrimp
EKA,Australian paste shrimp
ESH,Northern mauxia shrimp
EKI,Taiwan mauxia shrimp
EKS,Alamang shrimp
ESV,Jembret shrimp
GTN,Sakura shrimp
SHS,Sergestid shrimps nei
MVE,Crimson coral shrimp
TPD,Banded coral shrimp
GBH,Gabon shrimp
YAJ,Basket shrimp
TYW,Koros shrimp
YAC,Camacuto shrimp
TYV,Soldier brush shrimp
YAU,Ekusa shrimp
YSU,Moluccas brush shrimp
RKV,Smooth caridina
RKP,Bengal caridina
CID,Sawtooth caridina
RKI,African caridina
RKE,Malagasy caridina
RKR,Needlenose caridina
RKN,Common caridina
RKK,Tonkin caridina
RKW,Pugnose caridina
CZX,Caridina shrimps nei
YKO,Nuka shrimp
FYU,Peaked shrimp
FQQ,
FBX,Subantarctic ruby prawn nei
YMF,Pacific ambereye
NJP,Japanese spinyridge
YSJ,Quayle spinytail
QAX,
VWX,
XPA,Cipango prawn
EXC,Ridgetail prawn
EXN,Mamtom prawn
EXO,Siberian prawn
EXT,Oriental prawn
EXY,Roshna prawn
EXU,Vietnamese crest prawn
UFU,Ganges delta prawn
UPO,Bombay prawn
NLH,West African estuarine prawn
NLC,Whitebelly prawn
NLN,Spider prawn
LKK,Mississippi grass shrimp
MPQ,Eastern grass shrimp
MSZ,Chinese grass shrimp
TKZ,Tonkin grass shrimp
PVR,Atlantic ditch shrimp
PVV,Marsh shrimp
LMQ,Pond shrimp
PZY,Ebro shrimp
LKI,Lagoon shrimp
LNQ,Indian small prawn
PAA,Baltic prawn
MOZ,Mangrove prawn
PNQ,Rockpool prawn
PVK,Chinese ditch prawn
PMW,Lake prawn
PIQ,Delta prawn
PMZ,Migrant prawn
MMV,Zaire prawn
ONQ,Caribbean bait prawn
CPR,Common prawn
OOJ,Gladiator prawn
OUI,Indian bait prawn
OAP,Potitinga prawn
OSK,Carpenter prawn
OXH,Posidonia prawn
LHK,Tropical river prawn
LMW,Barred grass shrimp
LHY,Hilton shrimp
QPX,Palaemon shrimps nei
MBK,Painted river prawn
MNX,Oriental river prawn
MMZ,Shortleg river prawn
MKK,Riceland prawn
PRF,Giant river prawn
MBA,Amazonian river prawn
MBM,Monsoon river prawn
HUK,Cinnamon river prawn
HJE,Noumea river prawn
HJM,Cauque river prawn
HJT,Koua river prawn
HJI,Birma river prawn
HJL,New Caledonia river prawn
HJR,Ganges river prawn
HJY,Kaira river prawn
HDX,Congo river prawn
HQU,Rough river prawn
HJN,Sweet river prawn
HFO,Crane river prawn
HJG,Greybeard river prawn
HGJ,Hawaii river prawn
HHQ,Cascade river prawn
HJJ,Orana river prawn
HDK,Slender river prawn
BKI,Striped river prawn
BKA,Jaro river prawn
BKV,Java river prawn
BKK,Agar river prawn
BKL,Kuncho river prawn
BKN,Philippine river prawn
BKR,Monkey river prawn
BKT,Scissor river prawn
BKS,Mountain river prawn
BKE,Malayam scale prawn
BKY,Madagascar scale prawn
BKB,Brackish river prawn
BKD,Knobtooth prawn
BKH,Ohio river prawn
BKF,Buchura river prawn
BKQ,Patsa river prawn
BJP,Muff prawn
BJD,Volta river prawn
BJE,Hairy river prawn
BJM,Goda river prawn
BJG,Sunda river prawn
BJL,Longarm river prawn
BJJ,Forest river prawn
BJY,Dimua river prawn
BJH,African river prawn
BKO,Hancock's river prawn
BIK,Western river prawn
RQD,Shortfinger river shrimp
BJQ,Suriname river prawn
PPF,River prawns nei
YFN,Changallo shrimp
NCK,
PPZ,"Freshwater prawns, shrimps nei"
PAL,Palaemonid shrimps nei
YMP,Painted harlequin shrimp
BIQ,Tanner's deep-water shrimp
BGQ,Northern blunt-tail shrimp
GFT,Armoured shrimp
GFS,Spiny armoured shrimp
GFI,Panama armoured shrimp
GFC,Vicary armoured shrimp
GOQ,Goblin prawn
IER,
GJL,Kuro shrimp
CGF,Japanese sand shrimp
GQA,Alaska shrimp
CSH,Common shrimp
GQC,Gray shrimp
GQF,California shrimp
GQN,Blacktailed shrimp
GQI,Bay shrimp
GQS,Sand shrimp
CNZ,Crangon shrimps nei
ONZ,Hardshell shrimp
PKQ,Feather shrimp
OFI,Spiny shrimp
EGL,Bering shrimp
SJX,Four-spines nutshell shrimp
CVL,Sculptured shrimps nei
GNZ,Areolated horned shrimp
MRX,Nutshell shrimp
NCM,
CRN,Crangonid shrimps nei
RSH,Rock shrimp
YIA,Mediterranean rock shrimp
YIC,Ridgeback rock shrimp
YID,Lesser rock shrimp
YIG,Tufted rock shrimp
YII,Pacific rock shrimp
YIL,Knight rock shrimp
YIS,Eyespot rock shrimp
YIT,Kinglet rock shrimp
YIB,Burkenroad's rock shrimp
YIF,Coloured rock shrimp
YIN,Hardhusk rock shrimp
YIO,Keeled rock shrimp
YIW,Target shrimp
YIM,Martin's rock shrimp
YIX,Mixed rock shrimp
YIP,Peanut rock shrimp
YIK,Small peanut rock
YIR,Notched rock shrimp
YIV,Notched tidal rock shrimp
HDS,Trident shrimp
MPZ,Salmon shrimp
YPJ,Catherine shrimp
LAA,Argentine red shrimp
RRS,Royal red shrimp
WPX,Pleoticus shrimps nei
HMQ,Veiled shrimp
HUD,Doris veiled shrimp
HZM,Hymenopenaeus shrimps nei
SOK,Kolibri shrimp
SKF,African mud shrimp
SKK,Ridgeback shrimp
SOJ,Coastal mud shrimp
SJO,Flower shrimp
SJK,Guiana mud shrimp
SXT,Deep-sea mud shrimp
SKO,Chinese mud shrimp
SKM,Atlantic mud shrimp
SKE,Comb shrimp
SMZ,Blossom shrimp
SQH,Razor mud shrimp
SAZ,Deep-water mud shrimp
SJR,High ridge mud shrimp
SKQ,Australia mus shrimp
SKW,Malayan mud shrimp
SJQ,False comb shrimp
ONJ,
OAJ,Algoa shrimp
SZK,Solenocera shrimps nei
KNS,Knife shrimp
JAQ,Jack-knife shrimp
HJD,Chilean knife shrimp
KNI,Knife shrimps nei
SOZ,Solenocerid shrimps nei
NCZ,Spider shrimp
NCF,African spider shrimp
NYX,Spider prawns nei
LKH,Wellington shrimp
WJX,
GFU,Kangaroo shrimp
LKG,Lesser glass shrimp
FAJ,Japanese glass shrimp
FAM,Pink glass shrimp
FAV,White glass shrimp
FAC,Crimson pasiphaeid
RYW,Rabbitnose shrimp
RCY,Striped hinge beak shrimp
MYQ,Sabre prawn
FEI,Flathead snapping shrimp
FEB,Teppo snapping shrimp
FED,Forceps snapping shrimp
FEU,Nymph snapping shrimp
FEL,Red snapping shrimp
FEG,Daisy snapping shrimp
FEE,Bigclaw snapping shrimp
FEH,Armed snapping shrimp
FEJ,Japanese snapping shrimp
FEP,Bristle snapping shrimp
FET,Queensland snapping shrimp
FES,Coral snapping shrimp
OGR,Telescope shrimp
UUL,Yamato shrimp
UUM,Greenland shrimp
UUI,Iso shrimp
XHE,Hunter shrimp
XHH,Companion shrimp
XHO,Cock shrimp
HTB,Shortspine shrimp
HFU,Toy shrimp
HUG,Flexed shrimp
HSQ,Tsuno shrimp
LUQ,Hoso shrimp
LYX,Medusa shrimp
LSQ,Platenose shrimp
LTZ,Flatnose shrimp
YSK,Lined shrimp
YMS,Monaco shrimp
YMV,Indian lined shrimp
YSN,Common cleaner shrimp
YSD,Cardinal shrimp
IRI,Friendly spine shrimp
IRS,Parrot shrimp
RNQ,Spotted marbled shrimp
RKU,Processa shrimp
RKD,Nika shrimp
RKJ,Peruvian one-handed shrimp
RXK,Processa shrimps nei
DCP,Natantian decapods nei
LOJ,Longlegged spiny lobster
NUJ,Japanese spiny lobster
NUT,Mexican spiny loster
NUV,Painted spiny lobster
LMS,Mud spiny lobster
NUR,Ornate spiny lobster
LOY,Royal spiny lobster
SLC,Caribbean spiny lobster
NUE,Brown spiny loster
NUP,Pronghorn spiny lobster
NUL,Smoothtail spiny lobster
LOK,Scalloped spiny lobster
NUU,Blue spiny lobster
LOA,Australian spiny lobster
NUG,Green spiny lobster
NLG,Spotted spiny lobster
NLI,Banded spiny lobster
NLQ,Easter Island spiny lobster
NLJ,Chinese spiny lobster
ULB,White whisker spiny lobster
SLV,Tropical spiny lobsters nei
LBC,Cape rock lobster
LOF,Juan Fernandez rock lobster
LOG,Green rock lobster
LBT,Tristan da Cunha rock lobster
LOR,Red rock lobster
JSN,Southern rock lobster
JSP,St.Paul rock lobster
JSX,Rock lobsters nei
JUJ,Japanese furrow lobster
JUL,West Indian furrow lobster
JUT,Gibbon furrow lobster
JUI,Small furrow lobster
JUV,Polynesian furrow lobster
INO,Buffalo blunthorn lobster
INR,American blunthorn lobster
INC,Unicorn blunthorn lobster
INW,Japanese blunthorn lobster
PJH,Chilean jagged lobster
PJJ,Cape jagged lobster
PSL,Pink spiny lobster
SLO,Common spiny lobster
SLN,Natal spiny lobster
SLS,Southern spiny lobster
NRH,Cape Verde spiny lobster
CRW,Palinurid spiny lobsters nei
INN,Spear lobster
IND,Oriental spear lobster
INJ,Japanese spear lobster
INZ,Spear lobsters nei
URW,Arabian whip lobster
URL,Banded whip lobster
URT,Red whip lobster
URV,Velvet whip lobster
URH,Whip lobsters nei
VLO,Spiny lobsters nei
